Treatment,Block,Plot,Tree_ID,Species,Sample_ID,Measurement_Period,Year,Month,DBH,Height,Comments
Phosphorus,B2,P3,i74,Rollinia exsucca,Phosphorus>B2>P3>i74>Rollinia exsucca,Nov-99,1999,November,5.1,3.5,
Phosphorus,B2,P3,i74,Rollinia exsucca,Phosphorus>B2>P3>i74>Rollinia exsucca,May-00,2000,May,3.3,3.85,
Phosphorus,B2,P3,i74,Rollinia exsucca,Phosphorus>B2>P3>i74>Rollinia exsucca,1-Jun,2001,June,5.2,5,
Phosphorus,B2,P3,i74,Rollinia exsucca,Phosphorus>B2>P3>i74>Rollinia exsucca,2-Jul,2002,July,5.4,5.5,
Phosphorus,B2,P3,i74,Rollinia exsucca,Phosphorus>B2>P3>i74>Rollinia exsucca,4-Jul,2004,July,5.7,6,
Phosphorus,B2,P3,i74,Rollinia exsucca,Phosphorus>B2>P3>i74>Rollinia exsucca,5-Jul,2005,July,5.8,6.1,
Phosphorus,B2,P3,i75,Rollinia exsucca,Phosphorus>B2>P3>i75>Rollinia exsucca,Nov-99,1999,November,6.2,4.6,
Phosphorus,B2,P3,i75,Rollinia exsucca,Phosphorus>B2>P3>i75>Rollinia exsucca,May-00,2000,May,7.4,5.2,
Phosphorus,B2,P3,i75,Rollinia exsucca,Phosphorus>B2>P3>i75>Rollinia exsucca,1-Jun,2001,June,9.5,5.7,
Phosphorus,B2,P3,i75,Rollinia exsucca,Phosphorus>B2>P3>i75>Rollinia exsucca,2-Jul,2002,July,10.6,6.2,
Phosphorus,B2,P3,i75,Rollinia exsucca,Phosphorus>B2>P3>i75>Rollinia exsucca,4-Jul,2004,July,11.6,7.5,
Phosphorus,B2,P3,i75,Rollinia exsucca,Phosphorus>B2>P3>i75>Rollinia exsucca,5-Jul,2005,July,12,7.8,
Phosphorus,B2,P3,i76,Rollinia exsucca,Phosphorus>B2>P3>i76>Rollinia exsucca,Nov-99,1999,November,4.2,3.7,
Phosphorus,B2,P3,i76,Rollinia exsucca,Phosphorus>B2>P3>i76>Rollinia exsucca,May-00,2000,May,6,4.5,
Phosphorus,B2,P3,i76,Rollinia exsucca,Phosphorus>B2>P3>i76>Rollinia exsucca,1-Jun,2001,June,7.6,5,
Phosphorus,B2,P3,i76,Rollinia exsucca,Phosphorus>B2>P3>i76>Rollinia exsucca,2-Jul,2002,July,8.9,5.5,
Phosphorus,B2,P3,i76,Rollinia exsucca,Phosphorus>B2>P3>i76>Rollinia exsucca,4-Jul,2004,July,10.1,6.5,
Phosphorus,B2,P3,i76,Rollinia exsucca,Phosphorus>B2>P3>i76>Rollinia exsucca,5-Jul,2005,July,10.2,6.7,
Phosphorus,B2,P3,i77,Rollinia exsucca,Phosphorus>B2>P3>i77>Rollinia exsucca,Nov-99,1999,November,2.3,2.4,
Phosphorus,B2,P3,i77,Rollinia exsucca,Phosphorus>B2>P3>i77>Rollinia exsucca,May-00,2000,May,3.4,3.3,
Phosphorus,B2,P3,i77,Rollinia exsucca,Phosphorus>B2>P3>i77>Rollinia exsucca,1-Jun,2001,June,4.3,4,
Phosphorus,B2,P3,i77,Rollinia exsucca,Phosphorus>B2>P3>i77>Rollinia exsucca,2-Jul,2002,July,4.9,4.5,
Phosphorus,B2,P3,i77,Rollinia exsucca,Phosphorus>B2>P3>i77>Rollinia exsucca,4-Jul,2004,July,5.5,6,
Phosphorus,B2,P3,i77,Rollinia exsucca,Phosphorus>B2>P3>i77>Rollinia exsucca,5-Jul,2005,July,5.8,6.1,
Phosphorus,B2,P3,i78,Vernonia cf. scabra,Phosphorus>B2>P3>i78>Vernonia cf. scabra,Nov-99,1999,November,3,3.5,A bush with 12 individual trunks
Phosphorus,B2,P3,i79,Annona paludosa,Phosphorus>B2>P3>i79>Annona paludosa,Nov-99,1999,November,4.7,3,
Phosphorus,B2,P3,i79,Annona paludosa,Phosphorus>B2>P3>i79>Annona paludosa,May-00,2000,May,6.5,4,
Phosphorus,B2,P3,i79,Annona paludosa,Phosphorus>B2>P3>i79>Annona paludosa,1-Jun,2001,June,7.7,5,
Phosphorus,B2,P3,i79,Annona paludosa,Phosphorus>B2>P3>i79>Annona paludosa,2-Jul,2002,July,9.3,5.5,
Phosphorus,B2,P3,i79,Annona paludosa,Phosphorus>B2>P3>i79>Annona paludosa,4-Jul,2004,July,11,7.5,
Phosphorus,B2,P3,i79,Annona paludosa,Phosphorus>B2>P3>i79>Annona paludosa,5-Jul,2005,July,11.6,7.9,
Phosphorus,B2,P3,i80,Rollinia exsucca,Phosphorus>B2>P3>i80>Rollinia exsucca,Nov-99,1999,November,2.2,2.3,
Phosphorus,B2,P3,i80,Rollinia exsucca,Phosphorus>B2>P3>i80>Rollinia exsucca,May-00,2000,May,3.8,3.1,
Phosphorus,B2,P3,i80,Rollinia exsucca,Phosphorus>B2>P3>i80>Rollinia exsucca,1-Jun,2001,June,5.4,4,
Phosphorus,B2,P3,i80,Rollinia exsucca,Phosphorus>B2>P3>i80>Rollinia exsucca,2-Jul,2002,July,6.3,5,
Phosphorus,B2,P3,i80,Rollinia exsucca,Phosphorus>B2>P3>i80>Rollinia exsucca,4-Jul,2004,July,7.9,5.5,
Phosphorus,B2,P3,i80,Rollinia exsucca,Phosphorus>B2>P3>i80>Rollinia exsucca,5-Jul,2005,July,8.1,5.6,
Phosphorus,B2,P3,i81,Solanum crinitum,Phosphorus>B2>P3>i81>Solanum crinitum,Nov-99,1999,November,3.2,2.15,
Phosphorus,B2,P3,i81,Solanum crinitum,Phosphorus>B2>P3>i81>Solanum crinitum,May-00,2000,May,3.7,2.3,
Phosphorus,B2,P3,i81,Solanum crinitum,Phosphorus>B2>P3>i81>Solanum crinitum,1-Jun,2001,June,4.3,2.5,
Phosphorus,B2,P3,i82,Solanum crinitum,Phosphorus>B2>P3>i82>Solanum crinitum,Nov-99,1999,November,3.3,2.8,
Phosphorus,B2,P3,i83,Mimosa cf. orthocarpa,Phosphorus>B2>P3>i83>Mimosa cf. orthocarpa,Nov-99,1999,November,2.8,3.3,
Phosphorus,B2,P3,i83,Mimosa cf. orthocarpa,Phosphorus>B2>P3>i83>Mimosa cf. orthocarpa,May-00,2000,May,5.6,3.5,
Phosphorus,B2,P3,i84,Rollinia exsucca,Phosphorus>B2>P3>i84>Rollinia exsucca,Nov-99,1999,November,2.2,2.2,
Phosphorus,B2,P3,i84,Rollinia exsucca,Phosphorus>B2>P3>i84>Rollinia exsucca,May-00,2000,May,2.6,2.6,
Phosphorus,B2,P3,i85,Rollinia exsucca,Phosphorus>B2>P3>i85>Rollinia exsucca,Nov-99,1999,November,9.2,5.5,
Phosphorus,B2,P3,i85,Rollinia exsucca,Phosphorus>B2>P3>i85>Rollinia exsucca,May-00,2000,May,10.6,6,
Phosphorus,B2,P3,i85,Rollinia exsucca,Phosphorus>B2>P3>i85>Rollinia exsucca,1-Jun,2001,June,11.1,7.55,
Phosphorus,B2,P3,i85,Rollinia exsucca,Phosphorus>B2>P3>i85>Rollinia exsucca,2-Jul,2002,July,12.5,8,
Phosphorus,B2,P3,i85,Rollinia exsucca,Phosphorus>B2>P3>i85>Rollinia exsucca,4-Jul,2004,July,12.9,8.5,
Phosphorus,B2,P3,i85,Rollinia exsucca,Phosphorus>B2>P3>i85>Rollinia exsucca,5-Jul,2005,July,13.1,8.7,
Phosphorus,B2,P3,i86,Zanthoxylum rhoifolium,Phosphorus>B2>P3>i86>Zanthoxylum rhoifolium,Nov-99,1999,November,2.4,3,
Phosphorus,B2,P3,i86,Zanthoxylum rhoifolium,Phosphorus>B2>P3>i86>Zanthoxylum rhoifolium,May-00,2000,May,3.6,4.5,
Phosphorus,B2,P3,i86,Zanthoxylum rhoifolium,Phosphorus>B2>P3>i86>Zanthoxylum rhoifolium,1-Jun,2001,June,5.9,5.5,
Phosphorus,B2,P3,i86,Zanthoxylum rhoifolium,Phosphorus>B2>P3>i86>Zanthoxylum rhoifolium,2-Jul,2002,July,6.5,6.5,
Phosphorus,B2,P3,i86,Zanthoxylum rhoifolium,Phosphorus>B2>P3>i86>Zanthoxylum rhoifolium,4-Jul,2004,July,8,7.5,
Phosphorus,B2,P3,i86,Zanthoxylum rhoifolium,Phosphorus>B2>P3>i86>Zanthoxylum rhoifolium,5-Jul,2005,July,8.6,7.7,
Phosphorus,B2,P3,i87,Allophyllus floribunda,Phosphorus>B2>P3>i87>Allophyllus floribunda,Nov-99,1999,November,3.5,4,
Phosphorus,B2,P3,i87,Allophyllus floribunda,Phosphorus>B2>P3>i87>Allophyllus floribunda,May-00,2000,May,4.3,5,
Phosphorus,B2,P3,i87,Allophyllus floribunda,Phosphorus>B2>P3>i87>Allophyllus floribunda,1-Jun,2001,June,5.5,5.2,
Phosphorus,B2,P3,i87,Allophyllus floribunda,Phosphorus>B2>P3>i87>Allophyllus floribunda,2-Jul,2002,July,6.5,5.3,
Phosphorus,B2,P3,i87,Allophyllus floribunda,Phosphorus>B2>P3>i87>Allophyllus floribunda,4-Jul,2004,July,7.1,7,
Phosphorus,B2,P3,i87,Allophyllus floribunda,Phosphorus>B2>P3>i87>Allophyllus floribunda,5-Jul,2005,July,7.3,7.1,
Phosphorus,B2,P3,i88,Solanum crinitum,Phosphorus>B2>P3>i88>Solanum crinitum,Nov-99,1999,November,4.3,3.4,
Phosphorus,B2,P3,i88,Solanum crinitum,Phosphorus>B2>P3>i88>Solanum crinitum,May-00,2000,May,4.5,3.6,
Phosphorus,B2,P3,i88,Solanum crinitum,Phosphorus>B2>P3>i88>Solanum crinitum,1-Jun,2001,June,4.3,3.7,
Phosphorus,B2,P3,i89,Rollinia exsucca,Phosphorus>B2>P3>i89>Rollinia exsucca,Nov-99,1999,November,2.5,2.7,
Phosphorus,B2,P3,i89,Rollinia exsucca,Phosphorus>B2>P3>i89>Rollinia exsucca,May-00,2000,May,2.7,3.5,
Phosphorus,B2,P3,i89,Rollinia exsucca,Phosphorus>B2>P3>i89>Rollinia exsucca,1-Jun,2001,June,3.1,3.9,
Phosphorus,B2,P3,i89,Rollinia exsucca,Phosphorus>B2>P3>i89>Rollinia exsucca,2-Jul,2002,July,3.9,4.2,
Phosphorus,B2,P3,i89,Rollinia exsucca,Phosphorus>B2>P3>i89>Rollinia exsucca,4-Jul,2004,July,4.7,5,
Phosphorus,B2,P3,i89,Rollinia exsucca,Phosphorus>B2>P3>i89>Rollinia exsucca,5-Jul,2005,July,4.7,5.1,
Phosphorus,B2,P3,i90,Rollinia exsucca,Phosphorus>B2>P3>i90>Rollinia exsucca,Nov-99,1999,November,3.4,2.8,
Phosphorus,B2,P3,i90,Rollinia exsucca,Phosphorus>B2>P3>i90>Rollinia exsucca,May-00,2000,May,4,3.6,
Phosphorus,B2,P3,i90,Rollinia exsucca,Phosphorus>B2>P3>i90>Rollinia exsucca,1-Jun,2001,June,4,4,
Phosphorus,B2,P3,i90,Rollinia exsucca,Phosphorus>B2>P3>i90>Rollinia exsucca,2-Jul,2002,July,4.5,4.2,
Phosphorus,B2,P3,i90,Rollinia exsucca,Phosphorus>B2>P3>i90>Rollinia exsucca,4-Jul,2004,July,4.8,4,Broken
Phosphorus,B2,P3,i90,Rollinia exsucca,Phosphorus>B2>P3>i90>Rollinia exsucca,5-Jul,2005,July,4.8,4,Broken
Phosphorus,B2,P3,i91,Rollinia exsucca,Phosphorus>B2>P3>i91>Rollinia exsucca,Nov-99,1999,November,3,2.8,
Phosphorus,B2,P3,i91,Rollinia exsucca,Phosphorus>B2>P3>i91>Rollinia exsucca,May-00,2000,May,3,3.6,
Phosphorus,B2,P3,i91,Rollinia exsucca,Phosphorus>B2>P3>i91>Rollinia exsucca,1-Jun,2001,June,3.2,4,
Phosphorus,B2,P3,i91,Rollinia exsucca,Phosphorus>B2>P3>i91>Rollinia exsucca,2-Jul,2002,July,3.5,4.1,
Phosphorus,B2,P3,i91,Rollinia exsucca,Phosphorus>B2>P3>i91>Rollinia exsucca,4-Jul,2004,July,3.6,4.5,
Phosphorus,B2,P3,i91,Rollinia exsucca,Phosphorus>B2>P3>i91>Rollinia exsucca,5-Jul,2005,July,3.6,4.6,
Phosphorus,B2,P3,i92,Solanum crinitum,Phosphorus>B2>P3>i92>Solanum crinitum,Nov-99,1999,November,4,3.9,
Phosphorus,B2,P3,i92,Solanum crinitum,Phosphorus>B2>P3>i92>Solanum crinitum,May-00,2000,May,4,4.1,
Phosphorus,B2,P3,i92,Solanum crinitum,Phosphorus>B2>P3>i92>Solanum crinitum,1-Jun,2001,June,4.4,4.3,
Phosphorus,B2,P3,i93,Metrodorea flavida,Phosphorus>B2>P3>i93>Metrodorea flavida,Nov-99,1999,November,3.1,3,A bush with 7 individual trunks
Phosphorus,B2,P3,i93,Metrodorea flavida,Phosphorus>B2>P3>i93>Metrodorea flavida,May-00,2000,May,2.9,3.5,
Phosphorus,B2,P3,i93,Metrodorea flavida,Phosphorus>B2>P3>i93>Metrodorea flavida,1-Jun,2001,June,3.5,4,
Phosphorus,B2,P3,i93,Metrodorea flavida,Phosphorus>B2>P3>i93>Metrodorea flavida,2-Jul,2002,July,3.5,2.9,
Phosphorus,B2,P3,i93,Metrodorea flavida,Phosphorus>B2>P3>i93>Metrodorea flavida,4-Jul,2004,July,3.4,3,
Phosphorus,B2,P3,i93,Metrodorea flavida,Phosphorus>B2>P3>i93>Metrodorea flavida,5-Jul,2005,July,3.4,3.1,
Phosphorus,B2,P3,i94,Rollinia exsucca,Phosphorus>B2>P3>i94>Rollinia exsucca,Nov-99,1999,November,2,2,
Phosphorus,B2,P3,i94,Rollinia exsucca,Phosphorus>B2>P3>i94>Rollinia exsucca,May-00,2000,May,3.2,3,
Phosphorus,B2,P3,i94,Rollinia exsucca,Phosphorus>B2>P3>i94>Rollinia exsucca,1-Jun,2001,June,4.5,4.2,
Phosphorus,B2,P3,i94,Rollinia exsucca,Phosphorus>B2>P3>i94>Rollinia exsucca,2-Jul,2002,July,5.7,5.5,
Phosphorus,B2,P3,i94,Rollinia exsucca,Phosphorus>B2>P3>i94>Rollinia exsucca,4-Jul,2004,July,6.9,5.7,
Phosphorus,B2,P3,i94,Rollinia exsucca,Phosphorus>B2>P3>i94>Rollinia exsucca,5-Jul,2005,July,7.9,5.9,
Phosphorus,B2,P3,i95,Solanum crinitum,Phosphorus>B2>P3>i95>Solanum crinitum,Nov-99,1999,November,3,2,
Phosphorus,B2,P3,i95,Solanum crinitum,Phosphorus>B2>P3>i95>Solanum crinitum,May-00,2000,May,3,2.1,
Phosphorus,B2,P3,i95,Solanum crinitum,Phosphorus>B2>P3>i95>Solanum crinitum,1-Jun,2001,June,3,2.5,
Phosphorus,B2,P3,i96,Rollinia exsucca,Phosphorus>B2>P3>i96>Rollinia exsucca,Nov-99,1999,November,3,2.3,
Phosphorus,B2,P3,i96,Rollinia exsucca,Phosphorus>B2>P3>i96>Rollinia exsucca,May-00,2000,May,4.2,3.5,
Phosphorus,B2,P3,i96,Rollinia exsucca,Phosphorus>B2>P3>i96>Rollinia exsucca,1-Jun,2001,June,5.1,4,
Phosphorus,B2,P3,i96,Rollinia exsucca,Phosphorus>B2>P3>i96>Rollinia exsucca,2-Jul,2002,July,5.3,4.2,
Phosphorus,B2,P3,i96,Rollinia exsucca,Phosphorus>B2>P3>i96>Rollinia exsucca,4-Jul,2004,July,5.4,4.5,
Phosphorus,B2,P3,i96,Rollinia exsucca,Phosphorus>B2>P3>i96>Rollinia exsucca,5-Jul,2005,July,5.5,4.6,
Phosphorus,B2,P3,i97,Rollinia exsucca,Phosphorus>B2>P3>i97>Rollinia exsucca,Nov-99,1999,November,3.2,3.2,
Phosphorus,B2,P3,i97,Rollinia exsucca,Phosphorus>B2>P3>i97>Rollinia exsucca,May-00,2000,May,4.2,4,
Phosphorus,B2,P3,i97,Rollinia exsucca,Phosphorus>B2>P3>i97>Rollinia exsucca,1-Jun,2001,June,4.3,4.1,
Phosphorus,B2,P3,i97,Rollinia exsucca,Phosphorus>B2>P3>i97>Rollinia exsucca,2-Jul,2002,July,5.8,4.3,
Phosphorus,B2,P3,i97,Rollinia exsucca,Phosphorus>B2>P3>i97>Rollinia exsucca,4-Jul,2004,July,5.9,4.7,
Phosphorus,B2,P3,i98,Rollinia exsucca,Phosphorus>B2>P3>i98>Rollinia exsucca,Nov-99,1999,November,3.2,3.1,
Phosphorus,B2,P3,i98,Rollinia exsucca,Phosphorus>B2>P3>i98>Rollinia exsucca,May-00,2000,May,4,3.65,
Phosphorus,B2,P3,i98,Rollinia exsucca,Phosphorus>B2>P3>i98>Rollinia exsucca,1-Jun,2001,June,4.3,4,
Phosphorus,B2,P3,i98,Rollinia exsucca,Phosphorus>B2>P3>i98>Rollinia exsucca,2-Jul,2002,July,4.8,4.25,
Phosphorus,B2,P3,i98,Rollinia exsucca,Phosphorus>B2>P3>i98>Rollinia exsucca,4-Jul,2004,July,5,5,
Phosphorus,B2,P3,i99,Rollinia exsucca,Phosphorus>B2>P3>i99>Rollinia exsucca,Nov-99,1999,November,2.8,2.4,
Phosphorus,B2,P3,i99,Rollinia exsucca,Phosphorus>B2>P3>i99>Rollinia exsucca,May-00,2000,May,3.2,2.5,
Phosphorus,B2,P3,i99,Rollinia exsucca,Phosphorus>B2>P3>i99>Rollinia exsucca,1-Jun,2001,June,3.4,3.4,
Phosphorus,B2,P3,i99,Rollinia exsucca,Phosphorus>B2>P3>i99>Rollinia exsucca,2-Jul,2002,July,3.4,3.5,
Phosphorus,B2,P3,i100,Solanum crinitum,Phosphorus>B2>P3>i100>Solanum crinitum,Nov-99,1999,November,5.5,3,
Phosphorus,B2,P3,i100,Solanum crinitum,Phosphorus>B2>P3>i100>Solanum crinitum,May-00,2000,May,5.8,3.1,
Phosphorus,B2,P3,i101,Rollinia exsucca,Phosphorus>B2>P3>i101>Rollinia exsucca,Nov-99,1999,November,4.9,3.9,
Phosphorus,B2,P3,i101,Rollinia exsucca,Phosphorus>B2>P3>i101>Rollinia exsucca,May-00,2000,May,6.6,4.2,
Phosphorus,B2,P3,i101,Rollinia exsucca,Phosphorus>B2>P3>i101>Rollinia exsucca,1-Jun,2001,June,8.2,5.5,
Phosphorus,B2,P3,i101,Rollinia exsucca,Phosphorus>B2>P3>i101>Rollinia exsucca,2-Jul,2002,July,9.2,5.6,
Phosphorus,B2,P3,i101,Rollinia exsucca,Phosphorus>B2>P3>i101>Rollinia exsucca,4-Jul,2004,July,9.6,6.2,
Phosphorus,B2,P3,i101,Rollinia exsucca,Phosphorus>B2>P3>i101>Rollinia exsucca,5-Jul,2005,July,10.7,6.5,
Phosphorus,B2,P3,i102,Rollinia exsucca,Phosphorus>B2>P3>i102>Rollinia exsucca,Nov-99,1999,November,5.1,3.2,
Phosphorus,B2,P3,i102,Rollinia exsucca,Phosphorus>B2>P3>i102>Rollinia exsucca,May-00,2000,May,7,5.5,
Phosphorus,B2,P3,i102,Rollinia exsucca,Phosphorus>B2>P3>i102>Rollinia exsucca,1-Jun,2001,June,8.5,6,
Phosphorus,B2,P3,i102,Rollinia exsucca,Phosphorus>B2>P3>i102>Rollinia exsucca,2-Jul,2002,July,9.1,6.5,
Phosphorus,B2,P3,i102,Rollinia exsucca,Phosphorus>B2>P3>i102>Rollinia exsucca,4-Jul,2004,July,9.6,7,
Phosphorus,B2,P3,i102,Rollinia exsucca,Phosphorus>B2>P3>i102>Rollinia exsucca,5-Jul,2005,July,9.6,7.1,
Phosphorus,B2,P3,i103,Solanum crinitum,Phosphorus>B2>P3>i103>Solanum crinitum,Nov-99,1999,November,4.8,3.2,
Phosphorus,B2,P3,i104,Rollinia exsucca,Phosphorus>B2>P3>i104>Rollinia exsucca,Nov-99,1999,November,3.2,3,
Phosphorus,B2,P3,i104,Rollinia exsucca,Phosphorus>B2>P3>i104>Rollinia exsucca,May-00,2000,May,4,3.6,
Phosphorus,B2,P3,i104,Rollinia exsucca,Phosphorus>B2>P3>i104>Rollinia exsucca,1-Jun,2001,June,5.3,4.1,
Phosphorus,B2,P3,i104,Rollinia exsucca,Phosphorus>B2>P3>i104>Rollinia exsucca,2-Jul,2002,July,7.2,5,
Phosphorus,B2,P3,i104,Rollinia exsucca,Phosphorus>B2>P3>i104>Rollinia exsucca,4-Jul,2004,July,10.4,5.5,
Phosphorus,B2,P3,i104,Rollinia exsucca,Phosphorus>B2>P3>i104>Rollinia exsucca,5-Jul,2005,July,11,5.6,
Phosphorus,B2,P3,i105,Rollinia exsucca,Phosphorus>B2>P3>i105>Rollinia exsucca,Nov-99,1999,November,4.5,2.5,
Phosphorus,B2,P3,i105,Rollinia exsucca,Phosphorus>B2>P3>i105>Rollinia exsucca,May-00,2000,May,6.2,4,
Phosphorus,B2,P3,i105,Rollinia exsucca,Phosphorus>B2>P3>i105>Rollinia exsucca,1-Jun,2001,June,8,4.7,
Phosphorus,B2,P3,i105,Rollinia exsucca,Phosphorus>B2>P3>i105>Rollinia exsucca,2-Jul,2002,July,9.1,5,
Phosphorus,B2,P3,i105,Rollinia exsucca,Phosphorus>B2>P3>i105>Rollinia exsucca,4-Jul,2004,July,10.2,5,
Phosphorus,B2,P3,i105,Rollinia exsucca,Phosphorus>B2>P3>i105>Rollinia exsucca,5-Jul,2005,July,10.6,5.1,
Phosphorus,B3,P2,i46,Rollinia exsucca,Phosphorus>B3>P2>i46>Rollinia exsucca,Nov-99,1999,November,2.2,2.7,
Phosphorus,B3,P2,i46,Rollinia exsucca,Phosphorus>B3>P2>i46>Rollinia exsucca,May-00,2000,May,3.1,2.75,
Phosphorus,B3,P2,i46,Rollinia exsucca,Phosphorus>B3>P2>i46>Rollinia exsucca,1-Jun,2001,June,4,3.1,
Phosphorus,B3,P2,i46,Rollinia exsucca,Phosphorus>B3>P2>i46>Rollinia exsucca,2-Jul,2002,July,4.8,3.5,
Phosphorus,B3,P2,i46,Rollinia exsucca,Phosphorus>B3>P2>i46>Rollinia exsucca,4-Jul,2004,July,7,5,
Phosphorus,B3,P2,i46,Rollinia exsucca,Phosphorus>B3>P2>i46>Rollinia exsucca,5-Jul,2005,July,7.3,5.6,
Phosphorus,B3,P2,i47,Rollinia exsucca,Phosphorus>B3>P2>i47>Rollinia exsucca,Nov-99,1999,November,3.2,3,
Phosphorus,B3,P2,i47,Rollinia exsucca,Phosphorus>B3>P2>i47>Rollinia exsucca,May-00,2000,May,4.7,3.4,
Phosphorus,B3,P2,i47,Rollinia exsucca,Phosphorus>B3>P2>i47>Rollinia exsucca,1-Jun,2001,June,5,3.7,
Phosphorus,B3,P2,i47,Rollinia exsucca,Phosphorus>B3>P2>i47>Rollinia exsucca,2-Jul,2002,July,5.9,4.1,
Phosphorus,B3,P2,i47,Rollinia exsucca,Phosphorus>B3>P2>i47>Rollinia exsucca,4-Jul,2004,July,6.5,4.5,
Phosphorus,B3,P2,i47,Rollinia exsucca,Phosphorus>B3>P2>i47>Rollinia exsucca,5-Jul,2005,July,6.8,4.6,
Phosphorus,B3,P2,i48,Stryphnodendron barbatimam,Phosphorus>B3>P2>i48>Stryphnodendron barbatimam,Nov-99,1999,November,11.2,4.7,
Phosphorus,B3,P2,i48,Stryphnodendron barbatimam,Phosphorus>B3>P2>i48>Stryphnodendron barbatimam,May-00,2000,May,13.7,5.9,
Phosphorus,B3,P2,i48,Stryphnodendron barbatimam,Phosphorus>B3>P2>i48>Stryphnodendron barbatimam,1-Jun,2001,June,15.3,6.9,
Phosphorus,B3,P2,i48,Stryphnodendron barbatimam,Phosphorus>B3>P2>i48>Stryphnodendron barbatimam,2-Jul,2002,July,19.1,7.5,
Phosphorus,B3,P2,i48,Stryphnodendron barbatimam,Phosphorus>B3>P2>i48>Stryphnodendron barbatimam,4-Jul,2004,July,25.3,10,
Phosphorus,B3,P2,i48,Stryphnodendron barbatimam,Phosphorus>B3>P2>i48>Stryphnodendron barbatimam,5-Jul,2005,July,25.9,10.5,
Phosphorus,B3,P2,i49,Casearia arborens,Phosphorus>B3>P2>i49>Casearia arborens,Nov-99,1999,November,2,1.7,
Phosphorus,B3,P2,i49,Casearia arborens,Phosphorus>B3>P2>i49>Casearia arborens,May-00,2000,May,2.9,2.5,
Phosphorus,B3,P2,i49,Casearia arborens,Phosphorus>B3>P2>i49>Casearia arborens,1-Jun,2001,June,3.1,2.7,
Phosphorus,B3,P2,i49,Casearia arborens,Phosphorus>B3>P2>i49>Casearia arborens,2-Jul,2002,July,4.7,3.1,
Phosphorus,B3,P2,i49,Casearia arborens,Phosphorus>B3>P2>i49>Casearia arborens,4-Jul,2004,July,5.9,3,broken
Phosphorus,B3,P2,i50,Cecropia palmata,Phosphorus>B3>P2>i50>Cecropia palmata,Nov-99,1999,November,7.2,7,
Phosphorus,B3,P2,i50,Cecropia palmata,Phosphorus>B3>P2>i50>Cecropia palmata,May-00,2000,May,8,7.2,
Phosphorus,B3,P2,i50,Cecropia palmata,Phosphorus>B3>P2>i50>Cecropia palmata,1-Jun,2001,June,8.8,8.5,
Phosphorus,B3,P2,i50,Cecropia palmata,Phosphorus>B3>P2>i50>Cecropia palmata,2-Jul,2002,July,11.3,9,
Phosphorus,B3,P2,i50,Cecropia palmata,Phosphorus>B3>P2>i50>Cecropia palmata,4-Jul,2004,July,22,12,
Phosphorus,B3,P2,i50,Cecropia palmata,Phosphorus>B3>P2>i50>Cecropia palmata,5-Jul,2005,July,18.6,12,
Phosphorus,B3,P2,i51,Vismia guianensis,Phosphorus>B3>P2>i51>Vismia guianensis,Nov-99,1999,November,4.6,3.96,
Phosphorus,B3,P2,i51,Vismia guianensis,Phosphorus>B3>P2>i51>Vismia guianensis,May-00,2000,May,5.9,4,
Phosphorus,B3,P2,i51,Vismia guianensis,Phosphorus>B3>P2>i51>Vismia guianensis,1-Jun,2001,June,6.2,4.6,
Phosphorus,B3,P2,i51,Vismia guianensis,Phosphorus>B3>P2>i51>Vismia guianensis,2-Jul,2002,July,8.2,4.9,
Phosphorus,B3,P2,i51,Vismia guianensis,Phosphorus>B3>P2>i51>Vismia guianensis,4-Jul,2004,July,10.9,6,
Phosphorus,B3,P2,i51,Vismia guianensis,Phosphorus>B3>P2>i51>Vismia guianensis,5-Jul,2005,July,11.4,6.9,
Phosphorus,B3,P2,i52,Rollinia exsucca,Phosphorus>B3>P2>i52>Rollinia exsucca,Nov-99,1999,November,10.3,5.2,
Phosphorus,B3,P2,i52,Rollinia exsucca,Phosphorus>B3>P2>i52>Rollinia exsucca,May-00,2000,May,12.5,6,
Phosphorus,B3,P2,i52,Rollinia exsucca,Phosphorus>B3>P2>i52>Rollinia exsucca,1-Jun,2001,June,12.6,7.5,
Phosphorus,B3,P2,i52,Rollinia exsucca,Phosphorus>B3>P2>i52>Rollinia exsucca,2-Jul,2002,July,15.3,8.2,
Phosphorus,B3,P2,i52,Rollinia exsucca,Phosphorus>B3>P2>i52>Rollinia exsucca,4-Jul,2004,July,15.6,9,
Phosphorus,B3,P2,i52,Rollinia exsucca,Phosphorus>B3>P2>i52>Rollinia exsucca,5-Jul,2005,July,17,9.5,
Phosphorus,B3,P2,i53,Zanthoxylum rhoifolium,Phosphorus>B3>P2>i53>Zanthoxylum rhoifolium,Nov-99,1999,November,5.6,2.8,
Phosphorus,B3,P2,i53,Zanthoxylum rhoifolium,Phosphorus>B3>P2>i53>Zanthoxylum rhoifolium,May-00,2000,May,6.4,3.5,
Phosphorus,B3,P2,i53,Zanthoxylum rhoifolium,Phosphorus>B3>P2>i53>Zanthoxylum rhoifolium,1-Jun,2001,June,8.4,5,
Phosphorus,B3,P2,i53,Zanthoxylum rhoifolium,Phosphorus>B3>P2>i53>Zanthoxylum rhoifolium,2-Jul,2002,July,10,5.2,
Phosphorus,B3,P2,i53,Zanthoxylum rhoifolium,Phosphorus>B3>P2>i53>Zanthoxylum rhoifolium,4-Jul,2004,July,12.2,6.5,
